id,x1,x2
73,0.744691167,0.109147413
74,-2.140270432,1.194473579
75,-0.07139463,0.392240385
76,-0.20548925,0.005447279
77,-1.533754596,2.400910618
78,-2.565870021,2.240533656
79,1.556552682,0.894560127
80,-2.191882974,1.147169261
81,-0.089370562,1.326072323
82,0.316172205,0.300643927
83,-0.780014966,2.890136477
84,-0.599552002,0.302930535
85,-0.314048013,2.414432595
86,-0.504602571,1.223584638
87,-0.311555212,2.19076528
88,-0.592630746,3.751835041
89,-0.074430804,1.971455999
90,-0.442837394,1.82479174
91,3.210028565,0.19912312
92,2.521547905,3.551997778
93,0.321789334,0.83415965
94,-0.75535501,0.992318892
95,0.890575497,0.163370937
96,1.504457938,2.04079648
97,0.696456495,2.06446403
98,-0.099805969,3.791304101
99,-0.633458622,0.120270168
100,0.190993823,1.629023422
1,0.13032357,3.080881764
2,1.346780635,1.589526454
3,-1.01512155,3.450305292
4,0.898215793,2.503207478
5,-1.058229422,3.154677366
6,0.620601235,0.989313518
7,0.096790048,1.775110181
8,-0.036754412,3.04405868
9,0.847503905,3.409721568
10,-1.077142951,0.568412829
11,-0.283768495,1.334113856
12,-0.322572259,2.762359286
13,2.756596393,0.300527978
14,-0.2437904,2.688742046
15,1.033947311,0.877514563
16,-1.073046117,3.589198885
17,-1.184963708,2.345728961
18,1.889905354,0.279632811
19,-0.198278834,0.784236354
20,0.224097007,0.550273934
21,0.399496691,3.268704797
22,-0.810371937,0.505561214
23,-0.732462012,3.712298261
24,-1.297261507,3.941209868
25,0.4282696,1.435982563
26,0.540947618,2.316151409
27,0.107747656,0.355187205
28,-0.492665665,2.543449751
29,0.399877537,1.036341764
30,1.973160412,3.980448144
31,-0.838375534,3.852978148
32,-1.062527856,1.112171769
33,0.279596311,0.504102984
34,-0.772852265,1.464422019
35,-0.205420511,1.027006332
36,-0.22339708,0.906670441
37,1.355478322,3.155460217
38,-2.313221162,0.114576265
39,-2.204337037,1.052322902
40,1.234108174,3.769670678
41,-0.445776638,3.960577128
42,0.456729125,1.891005813
43,1.329836543,2.704881379
44,0.625167111,3.5496909
45,-1.149726707,3.756761279
46,-0.244295911,0.541774688
47,-1.722258983,2.550520166
48,0.819258188,3.283365444
49,-0.339224767,3.940271309
50,-0.516210775,2.023665813
1,0.408201956,0.453154922
2,-0.514132077,1.036614215
3,-0.047655653,3.106372294
4,-0.77977715,2.250579406
5,-1.296798126,2.586075075
6,-0.185670595,3.873065978
7,0.125194526,0.713994782
8,-0.356567642,2.449168619
9,0.353000121,3.140581097
10,-1.599280276,1.84067685
11,2.296763075,0.532509897
12,-0.581657532,1.117998402
13,-1.384208481,0.9442653
14,-0.189170197,3.905332047
15,-0.608078296,3.686951381
16,0.722436371,1.743105
17,-1.060271109,1.519748446
18,0.386323033,2.255066086
19,0.351930518,1.534921103
20,-0.813506596,2.466301685
21,-0.750394528,1.102938759
22,0.459038248,2.773146329
23,0.262954201,0.066904177
24,0.825097401,1.222330216
25,-1.116146917,0.438306995
26,-0.303179582,0.703383109
27,0.61188059,1.682941429
28,-0.100527416,2.788606041
29,-1.649887757,2.76449092
30,-1.042212933,2.802391503
31,0.334815643,1.85610987
32,-1.525193453,0.013816821
33,-0.003618405,3.411335455
34,-0.883213171,1.955775475
35,-0.220527677,1.215568503
36,-0.94332857,1.533642458
37,-1.279438551,2.570236682
38,-1.359594585,2.399037649
39,0.230310452,3.098104365
40,0.219440015,3.857347461
41,0.531307336,0.310372367
42,0.79742009,2.114287414
43,2.533665701,0.630321627
44,-0.866041191,3.168787386
45,-1.109881787,3.724378983
46,0.68935907,3.180646447
47,-2.077487748,3.411201586
48,0.178266906,3.305514367
49,-0.225204176,3.772799165
50,0.603345192,0.244570068
51,-0.916973961,2.837099447
52,-0.515304796,0.455710785
53,0.119391224,3.55642518
54,-0.165116995,3.641602414
55,1.302124112,2.120719026
56,-1.032539736,0.877640941
57,-1.495583211,1.222551159
58,0.688537212,2.796115745
59,0.349880812,0.309765728
60,-0.689326618,2.286870304
61,-0.899626233,2.466452742
62,2.214322854,3.722078603
63,0.556474224,0.802931043
64,-0.093203869,3.119115033
65,0.591481684,3.224489219
66,-0.150851308,2.59306103
67,-0.847284047,0.541571923
68,-1.125018385,3.221489136
69,0.518785388,0.000216478
70,0.581578186,0.297289829
71,-0.680411681,2.232961817
72,-0.519764677,3.718032113
73,-0.749909416,0.966244381
74,1.569253998,3.497476811
75,-0.302646619,1.909435716
76,-0.919898726,3.945561625
77,0.832215166,0.882483986
78,-0.698832592,0.593941751
79,-0.794245468,1.826205631
80,0.194967168,1.451458293
81,-2.957218439,2.45088222
82,-2.812916073,2.23189305
83,0.101945338,3.622923923
84,1.286766185,1.57192436
85,0.969178378,0.598365883
86,0.238165924,1.243683822
87,0.302208667,3.821898774
88,0.468350934,3.33235489
89,-0.351222829,3.246272224
90,0.347857006,2.738767697
91,1.088916873,0.186284311
92,-1.514322222,2.286248272
93,-0.070003374,2.227939161
94,-0.238902172,2.247044194
95,0.843584572,0.218713153
96,-1.740307376,0.815372741
97,-1.348056764,0.236392239
98,-0.187045191,1.392870777
99,0.534616093,3.57936665
100,0.799933119,2.364974339
1,0.848707355,1.645524585
2,-0.560257612,3.845520785
3,-0.077191703,3.10562144
4,-0.138549486,1.039034398
5,0.992646915,0.277826582
6,0.131301491,3.36059037
7,1.804983377,1.938508815
8,-1.189359885,1.614105728
9,-0.546201367,2.527185378
10,-0.962474695,2.564993237
11,-1.852785036,0.711371069
12,1.886297486,0.074800333
13,-2.079724289,2.804442597
14,0.009656468,2.856630575
15,-0.699587,0.91757748
16,0.15020895,0.119433076
17,-0.67601933,0.582758528
18,1.480336009,0.852694607
19,1.384490538,3.062626578
20,0.793096474,2.398254423
21,-1.319224354,1.62273045
22,-0.597653662,0.183986844
23,-1.381265488,3.456865542
24,-0.134185721,2.863409823
25,1.270976,1.680049242
26,-0.11204036,2.986988508
27,0.653654175,1.735936594
28,-0.866584011,3.723865105
29,0.045162982,3.378311696
30,-0.944476249,1.374343548
31,-1.070724519,3.2793737
32,1.812273547,1.686443312
33,-0.671614704,0.626752135
34,-1.104619922,3.647922814
35,-0.499862062,0.324653951
36,1.725793116,2.572960061
37,-0.375144795,0.926297706
38,-1.21665756,1.994571935
39,-0.575048139,0.38691125
40,0.969129271,3.151596392
41,-0.762161799,1.882245257
42,-0.476932471,3.152012922
43,-0.129929207,3.420989463
44,-1.510229313,3.546694526
45,-0.526678718,1.817550724
46,-1.469398118,2.327475731
47,1.330409713,1.076192056
48,1.298890409,2.129991405
49,1.411061741,2.354948102
50,-1.357995881,0.906095737
51,0.067898258,3.441899166
52,0.804071973,2.019880177
53,-0.019708573,1.906540195
54,-1.281938402,0.107708428
55,0.635513727,3.43790002
56,0.37944932,1.771254598
57,-0.543700854,0.285006832
58,-0.591870976,1.303723052
59,0.022233658,2.444118797
60,0.460705134,2.829972358
61,-1.024010632,2.877185859
62,1.054802174,2.613971443
63,0.692976412,3.212515062
64,0.353748873,0.908856438
65,-0.319883585,2.309748729
66,-0.753364206,2.936656881
67,-0.185365612,2.825593924
68,0.495100982,2.730105114
69,0.607063799,0.314548452
70,-0.815554186,2.685524132
71,-0.373443008,2.544112564
72,0.287729383,1.442091288
73,-0.770744466,0.941353118
74,-0.045728273,1.340549877
75,-0.901138858,3.534943469
76,0.070453671,0.365318378
77,0.021258437,2.673370639
78,1.314162457,3.768023943
79,0.670546176,3.938837817
80,0.036234599,0.735248343
81,-0.279217288,0.349767597
82,0.901812267,2.127764545
83,-0.837373279,0.651015958
84,0.313109628,0.618855771
85,0.236859482,3.154589826
86,1.016173529,2.262516444
87,0.155172199,2.063338894
88,-0.156659456,1.352191178
89,1.036847871,3.221237629
90,0.367812121,0.557466547
91,-0.073493622,1.9350688
92,1.232173458,1.02896183
93,0.846213153,2.193107373
94,-0.252477158,2.18701229
95,0.618447676,3.17597569
96,0.006421112,1.179522216
97,-1.374554947,3.888362137
98,-1.45282778,1.885285156
99,0.506772913,0.280135601
100,0.947199201,3.890906218
1,0.833081059,1.871797009
2,0.742295606,3.991452076
3,0.250565921,0.558284232
4,2.763869195,2.382829597
5,-0.184238841,0.339506462
6,-0.2940704,0.416569308
7,-0.075360507,2.224423718
8,1.527781771,2.787394619
9,1.491518107,0.533630337
10,1.375180354,2.481693706
11,-0.779431936,3.137939801
12,1.494566254,3.448593374
13,0.017380191,0.925060919
14,0.332623711,0.96979296
15,-0.974484329,3.549567602
16,-1.264273438,2.346698616
17,0.014936297,1.924232662
18,0.70409416,0.516221494
19,-0.580039928,1.653516671
20,0.216392641,2.724296524
21,-0.254880943,2.376066462
22,-0.092382955,0.716841628
23,0.809496219,2.509883125
24,-3.301369192,2.079153066
25,0.17703414,1.353541966
26,0.921549387,2.724505353
27,-0.173347477,0.358177852
28,2.599823547,1.429552751
29,-1.123108552,1.257957242
30,0.456380882,1.059535592
31,-1.443885433,3.86336902
32,-0.330780669,3.464074216
33,-0.466036012,1.573706694
34,1.735158822,3.577120272
35,-0.95742622,1.683206241
36,-0.646929608,3.965190399
37,-1.24446315,2.111296301
38,0.772215169,0.384339832
39,-0.297754911,0.385729085
40,0.059809159,1.950581052
41,1.041838748,0.02331611
42,0.445481242,0.195153614
43,-0.578698095,3.457609128
44,1.715188733,3.962309778
45,0.961774564,3.238559132
46,-0.312145971,3.334578562
47,-0.091458058,2.083621168
48,0.947102786,2.302704314
49,0.929168509,0.338570462
50,0.355827138,2.260328476
51,1.320969504,3.484738964
52,-1.345277358,1.749786166
53,0.468498161,3.802045993
54,-0.047094828,3.29198567
55,0.644079167,0.063082346
56,0.833258449,0.991879571
57,0.480598849,2.62942095
58,0.814516357,1.583041745
59,-0.558573459,2.564307508
60,0.634782823,3.396747305
61,-0.076776527,1.507740538
62,-0.834460538,1.39454585
63,-1.792794978,2.053121787
64,1.709520088,0.936976661
65,0.546585109,1.13468321
66,-0.428270199,2.412102187
67,-0.930725568,0.929145893
68,-0.73680262,0.439936009
69,0.418754913,0.98529387
70,0.289814797,3.743741295
71,-0.319333441,3.978458547
72,-1.090939657,2.454400497
73,1.79934751,0.504712019
74,2.665701019,3.800335295
75,-1.298224679,0.814130559
76,-0.428992569,1.742920183
77,-0.339766221,2.896701784
78,2.357410891,2.307240444
79,1.987012891,1.285877502
80,0.991137904,2.951994709
81,0.228627959,3.91806947
82,-0.238723398,3.584190428
83,1.093728645,3.571352616
84,0.172161356,2.482056635
85,0.201097354,1.938299315
86,1.229048675,2.37810881
87,-2.45775656,0.778123478
88,0.618795818,1.384552378
89,0.920367098,0.511440334
90,-0.460324411,0.101378381
91,0.655963761,1.020443887
92,0.217056298,2.9411054
93,-0.411963846,3.366885427
94,-0.159022624,1.8687459
95,0.830165875,1.183985908
96,-0.711407584,0.286262823
97,1.033407999,3.024603243
98,-2.653141264,3.268616474
99,1.001142206,3.082054123
100,-0.183884754,3.448055197
1,0.145585335,1.911015457
2,0.038352514,2.717277305
3,1.088829698,2.379183362
4,0.218711542,3.994930616
5,0.37711851,0.806343274
6,0.891779423,2.490128999
7,0.572705873,1.921830704
8,2.213909151,1.805052436
9,1.040690448,1.031145731
10,-1.550834794,1.056775142
11,0.274450434,1.198147835
12,1.048945817,0.483886187
13,0.959026732,1.718514181
14,-1.612401956,0.090035228
15,2.300188891,1.870080983
16,0.590652044,0.487412876
17,0.73609067,0.726566286
18,0.663768925,1.497966727
19,-0.665088501,2.190955813
20,1.163940371,1.762205271
21,0.473942615,1.485978145
22,0.144138624,3.775187501
23,-1.104981731,1.500705239
24,-2.227394496,1.476181397
25,-0.764521367,1.324441223
26,-1.211820208,1.302820333
27,-0.232115266,1.414440511
28,0.383656764,1.425380309
29,0.042806573,3.636049381
30,-1.066312797,1.621309496
31,0.375394858,2.356190955
32,-0.768359291,3.201299453
33,1.442615576,1.995544355
34,1.661183473,1.500457399
35,-0.854427034,2.935576309
36,-1.414597235,2.569666419
37,-0.733494138,2.538925197
38,-0.822783967,2.851520326
39,0.696239416,3.909932794
40,-1.080533308,0.791189706
41,-0.192052389,2.132118601
42,0.346013754,0.813276557
43,-0.282193283,1.960964629
44,-0.034466976,0.134122551
45,0.062783449,2.466977951
46,0.978850681,1.378160411
47,1.904336117,3.298290921
48,0.642479017,3.241442662
49,-2.208433113,3.299734768
50,0.866798185,2.377636082
51,-1.825404192,0.411600809
52,0.801244845,2.244314053
53,0.714560454,0.270609616
54,0.412879507,1.497700962
55,-0.136495065,3.160150228
56,-1.886555038,0.066091429
57,0.588947479,3.318380424
58,0.360390539,2.530159342
59,-0.060744312,1.911835998
60,-0.74209272,0.308305005
61,0.287824847,0.926765514
62,2.050718923,3.721955821
63,1.014408994,0.94342208
64,-0.533454324,0.113437628
65,0.775349885,1.84749229
66,-1.128006203,2.646992736
67,-1.498025405,3.508970516
68,-0.847829017,3.247392355
69,0.447917363,1.436981551
70,-1.065527577,0.129577417
71,-0.014305276,2.202218775
72,1.129195811,1.48465279
73,-1.349893015,0.46324644
74,-0.970168666,1.160022876
75,0.719815759,1.558435981
76,-1.40860502,0.570260356
77,-1.671699062,2.405076058
78,-1.25511524,2.472458726
79,0.592123239,3.176744825
80,-0.933490256,0.527518822
81,0.166481512,2.210610055
82,0.412959941,2.374025457
83,0.827647335,3.395091153
84,0.211500127,2.798212284
85,0.869692291,0.081942523
86,-0.084065459,3.624369892
87,1.029174247,3.650876528
88,-0.783886826,2.904620625
89,0.181119532,0.657257104
90,-0.001692089,3.500550232
91,-0.545572981,3.595131456
92,0.78858568,0.346702693
93,-0.863499402,1.777769303
94,0.515221111,0.198089871
95,-1.413918576,0.177617391
96,-1.763770835,2.727513294
97,1.606400634,0.108019618
98,-1.62343605,3.868674933
99,-0.415801858,0.913970933
100,-0.254526824,1.052052697
1,0.684386554,0.189594796
2,0.256755196,2.803376143
3,-0.184980123,0.65242858
4,1.243115376,2.943078763
5,-0.630743396,1.339824624
6,0.915943123,0.284974491
7,0.39188538,3.432856416
8,0.694406005,0.398689051
9,-0.299467368,1.650441118
10,-1.323772,2.210015151
11,0.680902254,3.383995933
12,0.63268693,2.429441048
13,1.763850143,3.473565106
14,-1.340710203,2.019616899
15,-0.469248047,2.15510432
16,0.325907865,1.923086002
17,-0.069448,0.61332405
18,-0.185483725,1.967178596
19,-0.145094435,2.916241346
20,0.077492746,1.572963331
21,-0.044425213,3.544880263
22,0.158358438,1.140631729
23,-0.207692051,3.239578284
24,-0.459570209,2.034320425
25,0.032248701,2.049998752
26,0.43405776,1.995285708
27,0.732708665,3.39132265
28,1.347832672,1.505760708
29,2.00381896,2.540561267
30,1.585756369,2.711853318
31,0.324904229,3.135949237
32,1.992443186,3.378177533
33,1.060721202,0.34692234
34,0.954775439,2.325353673
35,-0.191202566,0.750195681
36,-0.50772213,2.320519174
37,1.235179384,2.71154038
38,0.720646455,1.999533878
39,1.365005254,3.721098213
40,1.563503929,2.847068002
41,1.094970769,0.794219156
42,-0.865523443,3.95481423
43,-0.114470687,0.324641347
44,-0.640935423,1.17918354
45,-1.5489036,1.964662194
46,0.35659538,2.636115897
47,2.167525249,3.128692703
48,0.430238416,0.490033514
49,1.622821272,0.178594468
50,0.235851764,1.703253414
51,-1.815023207,2.758307175
52,-0.488037097,1.975251533
53,1.150954522,1.929121566
54,0.129867023,3.155224036
55,2.079789699,2.263193495
56,0.820978503,3.842121921
57,0.070568335,1.921947758
58,0.555752105,0.965225454
59,1.891714729,0.48370462
60,-1.135847465,1.847085549
61,-0.76809136,2.954108182
62,0.910328062,2.944246961
63,-0.031224672,2.767965195
64,-0.756082551,3.112350744
65,-0.526009315,1.071744029
66,-0.032255045,1.194514868
67,-1.505337898,3.392122146
68,1.648930972,1.223607838
69,0.683754217,0.95015548
70,-0.044626879,0.478801694
71,0.556740739,2.524365366
72,0.901292773,1.449388659
73,2.081325197,2.703821086
74,-1.147768389,0.10002035
75,-0.338711222,0.085915796
76,-0.440522625,3.158137413
77,0.650889799,2.761135923
78,0.555754898,1.500622297
79,0.440899773,1.796501888
80,-0.421276287,2.896005805
81,-1.108281798,1.564920184
82,-0.62778282,1.629541942
83,-1.856104503,1.558478558
84,1.091103519,3.180332541
85,1.027110208,1.884369208
86,0.367807606,1.488735181
87,0.585458064,0.803746399
88,-1.406781404,3.358113522
89,0.188672427,1.807089019
90,-0.580945155,2.518601589
91,-0.057291023,0.491336605
92,1.014855884,1.154551702
93,0.840150626,3.100845955
94,-0.735244608,0.30673652
95,-0.607297202,0.648512131
96,0.528163638,2.462847502
97,-0.929708389,2.493818714
98,-0.079655575,2.519571945
99,0.464576727,2.041641012
100,0.075550144,1.619544819
1,0.312203217,3.170438905
2,0.97656022,2.492490256
3,0.477566941,3.52E-06
4,-0.053000483,3.086302797
5,1.834132833,2.56681613
6,-1.240523447,3.296664746
7,0.380348312,0.998989547
8,-2.551405387,1.527495603
9,-0.039747129,1.084247025
10,0.40656041,3.567394929
11,0.155686699,3.950702344
12,0.050105491,1.120451758
13,1.208071142,3.215886096
14,1.103404746,0.630093915
15,1.599262626,3.609084359
16,-0.334409648,0.873797671
17,-0.157947075,0.477730048
18,1.698693937,3.398825753
19,-0.382007852,1.821056475
20,0.66581138,3.252704467
21,-0.614298464,0.595384336
22,0.772424836,2.243473571
23,-0.188319009,3.442555332
24,-0.482139535,3.137520621
25,0.451444215,0.045221989
26,1.053454669,3.375172239
27,-1.461175316,1.518213188
28,0.798069457,3.796319719
29,0.23296731,2.591201177
30,1.23042129,2.119649386
31,0.901724505,1.215125614
32,2.106679005,0.382534528
33,-0.637927957,3.509774383
34,1.189193287,1.246725677
35,-0.790240194,0.480644153
36,-1.237962285,0.145485576
37,0.034702598,0.71964364
38,-0.830223646,2.431961986
39,-0.827050258,1.927523292
40,-0.597822739,3.971667188
41,-0.283350287,3.813072245
42,0.558900749,0.194831856
43,0.635092116,3.225366971
44,0.310328422,2.949553518
45,-1.137488218,3.169399325
46,0.226157517,0.70198582
47,1.726995102,3.47233934
48,0.075148609,1.625379627
49,1.232746134,3.43160916
50,-1.080447932,0.155738404
51,-0.031753084,2.180584721
52,-0.676202352,3.338697949
53,1.542761219,1.820306163
54,0.292867097,0.413716766
55,-0.873102798,2.534688763
56,-0.639544771,3.33991486
57,-0.283568695,1.810924681
58,-0.051467364,3.842726546
59,-2.020421001,2.009421106
60,-0.198768479,0.031593208
61,-1.055861421,0.960489259
62,-1.645901663,1.47975725
63,1.049714719,3.50782327
64,0.928429522,1.953568502
65,-0.377896163,3.70028303
66,0.580897936,3.26068022
67,-0.09068394,2.051890179
68,-1.449137434,2.691993986
69,-0.396913109,0.340048816
70,-1.976427376,3.252473104
71,-1.020693321,2.435685562
72,1.671391437,2.372781118
73,-0.690672378,1.855329723
74,1.205453906,0.140561174
75,-0.716422716,0.580050071
76,0.990148137,1.987369779
77,-1.960205913,2.599129688
78,1.645411596,3.554939292
79,0.873528304,2.31485723
80,1.058134538,3.178853298
81,1.421387467,2.169968911
82,-2.196359827,0.942788492
83,-2.190032766,3.878041535
84,-1.650617465,1.451025792
85,-0.224994522,0.658386905
86,-0.854154439,1.178290086
87,-0.532519731,3.750896467
88,-0.426001762,2.187275411
89,1.650136524,0.093384723
90,0.743461117,3.544041706
91,1.148117936,2.14129031
92,-0.100864661,1.680823027
93,0.022002897,2.291948843
94,0.076840512,3.546786459
95,1.732492356,1.447960157
96,0.065523007,2.162505535
97,0.472838431,3.978887924
98,1.638376278,3.847241036
99,2.4958567,2.830733695
100,-1.890099173,3.438254258
1,-0.386939156,0.390778648
2,-0.907006916,3.728767205
3,-0.760580644,0.49254934
4,-0.326264508,2.613063055
5,-0.099155762,2.958347186
6,-1.363061636,1.515264442
7,-1.392752974,3.001432207
8,0.130291038,1.582367959
9,-1.312738922,2.726321668
10,-0.047755355,3.979494834
11,-0.28720417,0.526271379
12,-0.528713973,1.905700705
13,-0.033837423,1.105078398
14,0.17413846,3.683749629
15,-2.021066887,2.526063863
16,-1.025227921,3.704731724
17,1.260421547,0.453677398
18,1.806388195,2.171071445
19,-0.630437362,1.015439583
20,-0.520755873,3.382623569
21,0.637419617,2.703785693
22,-0.78782531,0.169945103
23,0.162652078,3.72453431
24,-0.046381761,2.778083501
25,1.086670832,1.311529149
26,0.243139686,1.263800339
27,-0.583701597,0.571821443
28,-2.127069531,1.795331234
29,0.8601235,0.002638027
30,0.666341095,3.15707787
31,-0.537970776,2.44465537
32,0.624560006,2.100179865
33,-1.863952232,0.663295304
34,1.990198208,0.533465976
35,-0.319927102,3.802778669
36,0.388814862,3.578953969
37,-0.602757961,0.892400478
38,0.366784105,3.780209058
39,-2.068469222,1.485658593
40,-0.006108799,1.679575711
41,-0.578746693,2.122122952
42,0.482521403,2.658917441
43,0.052833835,1.938722707
44,0.753704367,0.950961597
45,1.476049601,0.748285054
46,0.037771403,2.801454781
47,-0.669788952,3.277560102
48,-1.87917269,3.549090241
49,-0.511479261,3.73336623
50,-1.777942431,3.766927059
51,-0.53023975,3.910971969
52,0.114950585,2.215454269
53,-0.585358504,2.027929145
54,-0.795179743,2.541088906
55,-1.091251999,1.41974346
56,-1.574675197,0.311988212
57,0.89942221,1.033462358
58,-0.009178456,2.020167361
59,0.912182641,2.514749622
60,-1.204050403,0.657802568
61,-1.217035224,2.263961815
62,-0.552458456,2.463167334
63,0.763247424,0.708199625
64,0.598136579,1.53683451
65,0.933092651,0.889208676
66,1.136668572,1.795152581
67,-0.116910789,1.227322464
68,1.522538101,0.373495466
69,-0.451683588,0.884687172
70,-0.213241962,3.177344589
71,-0.505473716,0.19022906
72,0.540492099,1.048518977
73,2.904368942,0.821443694
74,1.086010165,3.016908807
75,-1.31051825,1.525407519
76,-0.632503535,3.888429417
77,0.618406428,3.702961816
78,0.79584506,3.606471445
79,-0.216412315,1.32927878
80,-0.93435954,1.599269408
81,0.898875148,3.828528898
82,0.09954925,0.302921782
83,-0.079597112,2.4373868
84,-0.039413661,2.903842958
85,0.238382634,1.364565678
86,1.497499375,2.38431251
87,-1.524059857,1.860360414
88,-0.70420228,0.220129851
89,-0.394508715,0.550558698
90,1.576653098,0.572102825
91,-0.133768108,2.380366999
92,-0.267146247,0.101999331
93,-0.535533246,1.196537994
94,-0.105653114,2.833230231
95,0.002783303,2.387070096
96,1.991791381,1.3702642
97,0.589584028,3.877162325
98,-0.120344532,3.977251031
99,-0.748700759,3.643887809
100,-0.924487304,0.590709069
51,1.231259726,1.4698941
52,-0.468076214,1.00885817
53,-1.160530707,3.196499643
54,-1.57252499,0.798021626
55,1.253445096,1.572798208
56,0.288826282,1.86446672
57,0.809492353,0.392794652
58,0.716936855,0.274182121
59,-0.22163133,1.773834119
60,-0.674482438,1.953617996
61,0.794159242,0.311883681
62,1.324398391,1.125324085
63,1.075209047,2.87706625
64,-2.257077287,3.585274529
